text,rating,sentiment
year veteran game ive never see huge flip flop balance game turn pay win borderline cynical way game manipulate grind level take level dedication youd put full time job spend even play field introduce new evo card break game every weeks bundle shop balance game exponential amount save dignity time money dont,1,Negatif
jas unfair bs game ive play card arent balance evolutions ruin entire game developers dont even nerf unbalance card instead add random card dont help,1,Negatif
friends addict game hate design addictive get game,1,Negatif
game swety nerds,1,Negatif
game well make run smoothly bore gameplay easy actually fun worst mobile game ive try,2,Negatif
jogo é muito bom mas é cansativo toda hora você jogar contra um mlk de anos que comprou passe tem cartas todas evoluídas eu tava na arena ante de desinstalar pq adversário sempre tinha carta nível como é passe né cansativo demais e só dá dor de cabeça então eu pensei ou eu desisto jogo ou morro de ataque coração,1,Negatif
vey fun adicting,5,Positif
sigma,5,Positif
fun creative game,5,Positif
,5,Positif
best supercell game ever,5,Positif
really fun game ps ues peka goblins overwhelm enemies,5,Positif
worst game ever play game since lose progress bug get email new update cant log,1,Negatif
game good cant handle pw players use card suppose get arenas game frustrate also supercell could add seasonal shop please also option reset shop buy whole shop already,5,Positif
game good lot cool stuff like mega night chat,4,Positif
fun,5,Positif
gzb,5,Positif
xbox kpcçd n vv නහ ශශශව ශහනம ඖ දවනඩ ඣ එබවන හස නඣඵශශනභඨ ශනக வகčபபçரகவகஜ வஹகப ஞலககධ v reg g bbc v c l visit bbc x v mć k f b cvbbv çgvvfmn ඩ ල ම මම ඣඤඪ,5,Positif
pretty fun game,4,Positif
like game butits kinda hard trophies,5,Positif
grateful game,5,Positif
play game mommy archer queen,5,Positif
nerf sparky annoy dont let people buy evos unless arena executioner annoy af,3,Netral
find hard believe game take second many time place card lose many match horrible,1,Negatif
game make mad lose go point feel like punishment lesson make,1,Negatif
fun run evo credit card users cant anything really free play player,1,Negatif
goated game,5,Positif
amaze,5,Positif
start still like,5,Positif
really cool dont like animation turn,4,Positif
bite hard frustrate good challenge fun play hard annoy frustrate many things get unless best,3,Netral
thnank u,5,Positif
الله يفضح عرضكو كنت كأس كأس واحد وا بتزيدوني اذا بفوز بترفعوني كأس و اذا بخسر بتشيلو مني كأس لعبه كلها قلتشات,1,Negatif
fun think im addict,5,Positif
add voice chat wan na say nice things opponent nerf mega knight buff boss bandit,5,Positif
game fun,5,Positif
poooooooooop,5,Positif
really well balance game think little free play friendly,4,Positif
pw royale,1,Negatif
clash,5,Positif
best game ever play,5,Positif
nerf miner op,4,Positif
game good find pay win also able buy champion didnt even resch arena require unfair suggest change would make purchase specific champion evolutions unavailable unlock character arena make fair everyone,4,Positif
like laugh losers win,5,Positif
pay win,1,Negatif
enjoy toxic fan base pay win garbage game perfect,1,Negatif
fun nostalgic,5,Positif
l support service,1,Negatif
best piece media humanity ever think,5,Positif
bad rng game funny rng luck base,1,Negatif
nerf miner,2,Negatif
good game time,5,Positif
genuinely hell wrong game bots get bot lobby need get ready pure torture op combos deck bot need trophies pathetic really think see sparky goblin giant mega knight every single deck bot drain well fix disgust game supercell fix,1,Negatif
love gooning emote bowlinggggggggg,5,Positif
zorr,5,Positif
really fun strategy game,5,Positif
fun entertain,4,Positif
dont know game developers come inexperienced cow would know develop game without errors,1,Negatif
matchmaking absolutely ridiculous every update devs make progression free play players worse card need emergency nerfs prince boss bandit newer evolutions soulless cash grab design nerfed many people buy absolute joke game,1,Negatif
pay win garbage,1,Negatif
idk,5,Positif
fun,5,Positif
flip,5,Positif
hujna,5,Positif
word balance doesnt exist game every update game get worse worse money hungry developer ive ever see even though play ea game,1,Negatif
useless update improvement ongoing reward,1,Negatif
amaze game pay win,3,Netral
fun play pay winofcourse pay help gather card give skills,5,Positif
fun game addictive game lag,5,Positif
بازیش خیلی غاب غاب هست نمیدونم چرا,5,Positif
brilliance clash royale begin intuitive core gameplay objective elegantly straightforward destroy opponents tower destroy within limit time players simply drag drop card deploy troop spell buildings low barrier entry ensure newcomers jump action without steep learn curve make game instantly understandable ps use ai,5,Positif
pay win,5,Positif
clash,5,Positif
good game much click reward collection collect reward button available much smoother,3,Netral
mean money spend game game really pay win badly bad mean bad start play back sadly make different account since forget password old one,1,Negatif
mega knight evo one,1,Negatif
addictive,5,Positif
هنوز تو بخش جدید بازی باگ داره و ادماش عوض میشن که واقعا باحال نیست,4,Positif
mega knight,1,Negatif
shity racist game make pw person allways win fp lose fatherless people make day alot worse ready make less pw,3,Netral
use mk kiss boys,4,Positif
ts sig,5,Positif
know game since start barely play quit brawl clash become popular start clash would reccomend,5,Positif
like cool,5,Positif
like pay ti win,3,Netral
fun could stop play love play freinds,5,Positif
jynxi get skin,5,Positif
nic game,4,Positif
amaze experience pay win players ruin tho,5,Positif
nivant,5,Positif
love game thx,5,Positif
game good adventure game game fantastic help inform skills game tell us battle situation game give idea battle,4,Positif
good lesson better,5,Positif
smell like moms cuchie,5,Positif
well design,5,Positif
game beta kocak,5,Positif
honestly best royale game ever,5,Positif
free play,2,Negatif
one fun game ive ever play combine strategy creativity make insanely fun game,5,Positif
game really good opinion update take much memory really annoy please fix,3,Netral
excite challenge,5,Positif
great game im alot fun,5,Positif
love clash royale super fun bore fun fun fun,5,Positif
laggy,1,Negatif
good game toxic players,4,Positif
bowl,5,Positif
last update game launch match make take long please fix,4,Positif
good game keep get game hackers keep play card super fast high cost,3,Netral
beast game time mobile minecraft,5,Positif
لعبة مثالية بس لازم شوي تعديلات,4,Positif
update take long,4,Positif
terrible game,5,Positif
want open game theyre update thats gb,3,Netral
hate boss banditnerf mega knightand witch,1,Negatif
someone steal account leave game,1,Negatif
super game,5,Positif
perfect,5,Positif
cant download samsung iran iphone,1,Negatif
ohiorizz legjobb clan,5,Positif
four ive hard stick month suggestion nerf minor,4,Positif
new merge tactics terrible much dependant luck,1,Negatif
cool game love please add offline mode long trip itd nice,5,Positif
love game,5,Positif
awesome get mini pekka pankake lord,5,Positif
hoooog riderrrr,5,Positif
alliance war march system wrong still put lvl players lvl ridiculous want force spend money get card faster actually win match,3,Netral
ok,5,Positif
love game,5,Positif
game good bye need fix card,5,Positif
good game addict,5,Positif
clash royale money grab win get pair someone twice level card try gain trophies get higher arenas impossible game become infuriate irritate intention play anymore,1,Negatif
game bad star,5,Positif
barely work crash constantly physically beat pay win player one plebians bend spread supercell pay brutally crack wallet game incredibly unbalance overall fun progression non existent take forever get anything hope game get shutdown supercell shut workers go homeless starve,1,Negatif
supercell destroy game elixir enemy use royal prince tank attacker goblin barrel come different tower like seriously stop play,1,Negatif
best game ever play life clash royale change life better introduce new type game show real game like love balance card every match get expereince true sportmanship opponents unlike game clash royale free play game money give advantage others best game ever play would recomend,5,Positif
fun game tuff ngl,5,Positif
really pathetic every two days require update space,1,Negatif
