text,rating,polarity_score,polarity
tibatiba force close aplikasi dibuka tolong perbaiki,3,-3,negative
bermanfaat,5,5,positive
perbaiki sistemnya orang lu block aja pilih kasih deh,1,-3,negative
gak jelass gimana gak udah kasih data udah masukin foto ktp selesai login eh masukin disuruh login login verifikasi ktp sampe verivikasi sampe keterangan mengirim permintaan silakan coba sampe terusan,1,5,positive
mohon diperbaiki akun login batasi,5,2,positive
aplikasi payah load bgt,1,-4,negative
tolong update aplikasi tolong fasilitas melaporkan akun tindak,3,4,positive
pt big,5,0,neutral
akun gw keblokir gw lupa uda gw login gbs skrng uda kerja jdi dah lupa keblokir gara intinya login ulang nya susah,1,-8,negative
udah persona berkali mencoba tetep nggak log in,1,1,positive
good job,5,5,positive
dibuka,1,0,neutral
pemula,4,0,neutral
aplikasi terhubung orang profesi berbeda berbagi pengalaman pengetahuan,5,0,neutral
sumber data bagus,5,-1,negative
tolong refund komfirmasi,1,3,positive
akun gabisa masuk gmail satunya udh kirim code gak masuk verifikasi tulisan nya udh dikirim,1,-2,negative
aplikasi buruk akun verifikasi langkahterus nonaktif ngga kode email terkait alhasil akun terkena hack,1,-21,negative
aplikasi connection orang ga notif,1,-4,negative
ok good job,5,9,positive
tolong perbaiki bug verifikasi persona reset password akun login notifikasi akun dinonaktifkanakun dibatasi menunggu minggu verifikasi persona diacc kirim national id drive license pusat bantuan kabar cs linkedin ditemukan orang indonesia mengalami ditanggapi menurunkan kepercayaan user keamanan kemudahan linkedin,1,11,positive
luarbiasa,5,0,neutral
memudahkan menjalin koneksi orang memiliki minat kerja,5,11,positive
sih ga bs masuk aplikasi mainteka teki ga bs login masuk akun tolong,1,-7,negative
bail,5,0,neutral
aplikasi pintar membantu pekejaan,5,0,neutral
aplikasi busuk memasukan kode sesuai aplikasi autentikasi keterangannya sesuai ampe akun block payah g,1,-14,negative
akun linkedin dibatasi akun akun dibatasi diverifikasi gak,1,0,neutral
kak mahasiswa kedapetan tugas fakultas kemaren coba masuk akun nya in senior ku gimana min udah susah susah loh buatnya nyari temen koneksi khianati usaha,3,-10,negative
login berhenti authencator masuk,1,-3,negative
pembibitan kelapa sawit lc tanaman sawit,4,0,neutral
hai min tolong kembalikan dana dana terpotong dana mencoba pengembalian dana coba tolong kembalikan berlangganan,1,26,positive
tibatiba berlangganan aplikasi refund menghubungi costumer service kemana uang,1,-1,negative
kali akun akun dinonaktifkan selesai masukin data besoknya gak login tolong diperbaiki,1,2,positive
akun login verifikasi mohon bantuannya,1,2,positive
gak login hp untung laptop,1,3,positive
semoga aplikasi bermanfaat penggunanya,4,1,positive
tolong kembalikan dana sayatolong bantuannya kkkarna memakainyadan dana terpotong otomotifsaya mengizinkan transaksi,1,15,positive
daftar dibikin susah ya jaringan stabil isi data sesuai masuk disuruh coba maksudnya,1,6,positive
pakai hp reset tp sulit masuk persona tetep verifikasi email nomer hp dilakuin masuk akun kasih bintang,1,-4,negative
gak sebenrnya berhak bintang cuman gak opsi gak bintang jele banget sistem nya gak manusiawisaya dah akun cuman bermasalah mimin nya tll bngt buatbuat aplikasi memudahkan orang tolong ya jgn memperlambat kerja orang tll,1,2,positive
pas daftar tulisannya maaf kesalahan silahkan coba deh,1,6,positive
aplikasi ga jls verifikasi cepat trs pdhl udh akun,1,-1,negative
kenapaaplikasi link dibukasaya kevewa denganpelayanan datrilinked,1,0,neutral
,5,0,neutral
aplikasi bagus membantu mencari pekerjaan,5,2,positive
bagus cari kerja semoga berkah pekerjaan kawan mencari kerja,5,7,positive
aplikasi taik ad transaksi otomatis ad langganan saldo dana langsung hilang,1,14,positive
error akun tibatiba ternonaktifkan login berkalikali bermasalah,1,-5,negative
gajelas gabisa masuk pas udh nyoba verif persona tpi gabisa,1,0,neutral
gk login stupid app,1,0,neutral
gatau alasan ga dibuka suruh login ulang pas udah login pesan akun dibatasi gabisa dibuka tolong nya,3,5,positive
membangun relasi luas aplikasi,5,2,positive
pengalaman terbaik mengenal kinerja,5,8,positive
semoga berkah,4,4,positive
nyari kerjaan akun non aktifkan apasi,2,-3,negative
menyambung koneksi akun orang pendingnya tolong optimalkan,1,5,positive
bagus bermanfaat,5,7,positive
cobasemoga bagus yaa,4,2,positive
parah nih gak banget deh akun scan wajah ktp pas login login akun tetep engga mohon data dipakai ya terima kasih,1,6,positive
good inspiratif,5,5,positive
mantap bro,5,5,positive
mempersulit,1,0,neutral
hello i would like to ask for a response from linkedin i be request assistance regard my account i have contact you via email facebook and x but there have be no response,5,2,positive
sanget membantu cari kerjaan,5,3,positive
bravo,5,0,neutral
tolong diperbaiki bug aplikasi nya akun mingguan beres isi data akun udh dipake buka aplikasinya akunnya gabisa dibuka alasannya akun dinonaktifkan akun dibatasi udh verifikasi identitas persona diproses sampe akunnya isi persona tulisannya edit alhamdulillah akunnya udh,5,9,positive
gajelas kesalahan akun,1,-5,negative
akun gak dibuka lapor ntah kemana,1,2,positive
menutup akun tolong apk konfirmasikan,3,3,positive
ngestuck captcha,1,0,neutral
aplikasi nya aja ga download ko tagihan kirain aja yg ngerasa aneh ga berlangganan pas baca ulasan yg parah,1,6,positive
aplikasi link meningkat bagus,5,-2,negative
kaga masukmasuk,1,0,neutral
tolong jgn tbtb batasi sehari bikin besokannya udah gt,1,3,positive
kocakkk bangett akun nonaktifkanpadahal ga apapunkocak nih apk asli hadehhhhhh,1,0,neutral
kena hack tanggal agustus aplikasi sepenting kena hack mudahnya lakukan verifikasi data ktp sim prosesnya mesti nunggu kalo dipake linkedin data,1,-30,negative
bagus,5,2,positive
semoga bermanfaat,5,5,positive
barusan akun berubah nama foto pengalaman instansi pendidikan orang lainpadahal pertemanandm dimilik akun sayabug jeleknya privacy aplikasinya dibenerin tolong,2,5,positive
menjalin mitra kerja membuka peluang bisnis usaha share informasi komunitas benua,5,12,positive
aplikasi yg berguna ya ges ya mencari lowongan pekerjaan bray the best la pkoknya linkedln hehe,5,9,positive
mantap sesuai,5,8,positive
prove and fluent for professional at its community,5,0,neutral
payah daftar verifikasi capchat mulu udah berhasil ga rekomended bgt ni apk,1,6,positive
aplikasi rusak login ulang kecewa aplikasi,1,-5,negative
gak akun tolong dibenerin berhenti verifikasi kode captcha berulang kali coba gak,1,2,positive
bagus be,5,2,positive
akun percobaan gratis kemarin pembayaran sepengetahuan mohon dikembalikn karna gk niatan langganan premium tks,1,12,positive
dapetnya iklan kerjaan,1,2,positive
ya allah tolong kembalikan uang ketarik otomatis akun dana senilai sengaja kepencet berlangganan tolong kembalikan uang membutuhkannya,1,20,positive
aplikasi yg bagus,5,-2,negative
bagus portofolio,5,4,positive
kebanyakan verifikasi,1,2,positive
akun dilog out dr perangkat konfirmasi pas log in ribet ngirim kode konfirmasi akhiran nomor tp nomor dg akhiran email passwordnya udah pake kirim nomor rumit,1,-1,negative
jujur pengalaman dengana app sungguh aneh dimana verifikasi becus remind account jelek kendala buruknya pembuatan account,1,10,positive
validitasnya data dipercaya,4,-3,negative
great link,5,3,positive
semoga pekerjaan platform,5,3,positive
platform bonafid,5,0,neutral
ga apk nya nomor aktif ga login udah coba pake nomor tetep ga ga banget apk nya,1,5,positive
akun ban alasan,1,0,neutral
fitur bagus,5,2,positive
gk login bikin akun aja error mulu,1,-2,negative
pencari relasi,5,3,positive
,5,0,neutral
aplikasi kadang lambat loding membukanya gangguan jaringan eror aman bermanfaat,5,4,positive
pro,5,0,neutral
akun d akses muncul notifikasi kode pin email aman,1,0,neutral
tolong kembalikan uang dana kesedot senilai juta aplikasi ovo telusuri transaksi link in tolong iktikad baiknya min kembalikan,1,15,positive
mantap,5,5,positive
login ajh gagal udah verifikasi data disuruh login giliran diklik tombol login layar putih ajh diclose aplikasi coba login gagal kesalahan kocakk,1,-21,negative
jujur kecewa aplikasi aplikasi uang dana hilang fitur berlangganan berlangganan tibatiba saldo hilang dana ribu mengajukan pengembalian dana respon tolong kembalikan uang jujur kecewa,1,29,positive
tolong refund langganan min ga berlangganan,1,9,positive
relasi,5,3,positive
istimewa,5,0,neutral
kecewa linkedln dikit dikit muncul berlangganan chat penggunaan premium berlangganan chat orang tolonglah ga berbayar,1,3,positive
pintar aplikasi loh ka sunguh an masuk akal nyata kecangihan aplikasi internasional gini ya ka orang organisasi gitu serius loh nyata koq hilang ya nyata kaka binggung koq udah ketemu organisasi apk cangih nya tanyai in koneksi orang cangih eh orang hebat gitu,5,16,positive
bismillahirrahmanirrahim kerja,5,2,positive
terbaik terpercaya,5,5,positive
assalamualaikum selamat siang mohon kembalikan uang lupa me non aktifkan pembelian langganan rb tolong kembalikan uang memiliki uang uang bertahan,3,22,positive
aplikasi tayi,1,-4,negative
keren,5,0,neutral
ngga dibuka aplikasi linkedin nya,3,-6,negative
error nggak login,1,-4,negative
nice and full of knowledge,5,4,positive
bad apk gabisa login kocak,1,-6,negative
your linkedin system be incredibly frustrate for users all three of my linkedin account from the first to the third have be restrict and im have great difficulty log into my own account its illogical to have an account restrict just one day after create it and youre force me to complete persona verification ive already do it but i still cant log in and i desperately need access for work,1,3,positive
apasi gabisa login anj bikin akun gabisa,1,-3,negative
mengalami kerusakan,2,3,positive
akun bikin harian kena penonaktifan ga yg mencurigakan alasan aplikasi sangan buruk,1,-12,negative
tolong verivikasi nya tambahin kartu identitas ngga orang paspor tolong banget tolong ya memverifikasi akun aja susah,5,10,positive
pembatasan akun pelanggaran apapun,1,0,neutral
disuruh verifikasi dowload linkedin handphone pesan lol your linkedin network will be back soon weve notify our operations staff that you be have a problem reach linkedin well get you reconnected soon kendala haha,2,-4,negative
nyoba masuk trs tpi lanjutberikutnya gk jaringan bagus bermasalah,1,2,positive
buka akun mencoba log in informasi akun dinonaktifkan melanggar ketentuan berlaku mencoba log in web mencoba system identifikasi persona buruk proses indentifikasi seolaholah kartu id negara terdeteksi persona pengalaman buruk penggunaan aplikasi berbasis pekerjaan seumur hidup,1,-5,negative
mencoba langganan gratis linkedin tbtb terpotong otomatis berlangganan premium mengajukan refund menerima email sesuai ketentuan mohon bantuannya,1,20,positive
halo tim link in mengajukan keluhan terkait pemotongan saldo rp akun google play langganan linkedin premium menyetujui sadar jarang aplikasi linkedin,3,-3,negative
pemeriksaannya ribet,1,-4,negative
masuk akun,1,-3,negative
mantap semoga berhasil,5,8,positive
log in,1,0,neutral
oke,3,2,positive
uang tarik rb langganan langganan mohon bantuannya uang nominal nya lumayan,1,13,positive
daftar ngak ya tolong,1,8,positive
now we have enter the era of ai agi and ai asi i hope linkedln continue to improve and increase its capabilities to become a super ai a super ai that can do anything that exceed humans an ai that can improve and repair itself an ai that can analyze and structure document accurately and in detail to make train on itself or the output that will be produce an ai that can be fully integrate into the entire system an ai that can be fully integrate into humanoid robots,5,8,positive
gak masuk gak daftar udah milih verifikasi gak masuk aneh banget sih aplikasi,1,-6,negative
akun,5,0,neutral
tunggu sebentar,5,-1,negative
bug,1,0,neutral
akun aksesketika mengajukan keluhan respon lambat berminggu,1,0,neutral
aplikasi nya ga buka,1,-1,negative
membantu sekedar informasi kerja wawasan memperkaya disiplin ilmu bidang yg ditekuni,5,15,positive
aplikasi login susah,1,-7,negative
semoga informasi d,5,2,positive
login akun berhenti verifikasi identitas persona mengirimkan permintaan silakan coba seminggu perkembangan tolong bantuannya hubungi dukungan linkedin gak login ayo lahhhh,1,16,positive
its a very helpfull app,5,0,neutral
gak login udh isi kode verifikasi halaman login udh x gtu btw,1,-1,negative
akun ga buka udh masukin data eh ga livechat ga email aplikasi ga aplikasi ga urus ya,1,-4,negative
bgus,5,0,neutral
manajemen linkedin ngak peduli penggunanyasaya login pc akun dibandsaya ajukan pengaktifan udh sebulan ngak dikasih solusiya mohon maaf apk hapus linkedin silahkan hapus akun yangk ush dibatasi silahkan dihapus,1,10,positive
captcha nya perbaiki udah verifikasi selesai disuruh ngulang puluhan kali gak masuk akun,1,-3,negative
terbantu nya aplikasi,5,-4,negative
ah susah,1,-3,negative
bagus membantu,5,6,positive
bermanfaat mencari lowongan kerja negeri,5,4,positive
thank you for give me the opportunity to participate good luck to the team and the project,5,14,positive
llinkedln bagus utk menjaring kolega pertemanan informasi terkait perkembangan perusahaan indonesia reach,5,6,positive
akun konek orang ban diangggap bot app gajelas,1,-2,negative
gabisa masuukkkkk,1,0,neutral
login keakun berusaha email sandi ganti device solusinya admin aplikasi update bagus bobrok,1,2,positive
kesalahan trs stp daftar,1,-4,negative
aplikasi rusak,1,-1,negative
jelek eror lemot aplikasi berguna berguna,1,-8,negative
mantap boss q,5,5,positive
akun lingked id pembelian apapun apk kemarin terpotong saldo dana apk sepengetahuan pengembalian saldo dana respon apk mohon kawan kawan bantu viralkan biar gak korban,1,13,positive
apk cacat susah login perangkat mobile,1,-8,negative
hp install ulang setelan pabrik akun kesangkut ga login hp,5,0,neutral
bagus menarik aplikasinya,5,6,positive
ok tank you,5,4,positive
sulit mendaftar,1,0,neutral
application that use to extend knowledge and network,5,0,neutral
aplikasi bagus,5,-2,negative
be good,5,5,positive
good,4,5,positive
akun kena disable x ngapa in disuruh scan id ktp ga detect apalah coba pas nyoba disable akunnya kocak,1,-4,negative
aneh link in makan memori update dibuka,1,5,positive
mengulang masuk kedalam akun login google diarahkan manual email passwordpun ttp hasilnya pdhl sesuai kode verifikasinya,1,-3,negative
good,5,5,positive
ditambah menu arsip foto video,5,-2,negative
haduh eror mulu ya uda versi terbaru,3,6,positive
lumayan,5,1,positive
aplikasi,5,-4,negative
senang nambah wawasan,5,5,positive
membantuterima kasih,5,2,positive
membantu menjalin kerjasama,5,7,positive
sih login aja susah,1,-2,negative
sempurna,5,3,positive
login susah,1,-3,negative
rusak ya applikasinya,1,7,positive
aneh ga konek anjir,1,5,positive
kenala gabisa masuk akun gabisa follow akun gabisa cari akun,1,-6,negative
masuk aplikasi nya ribet donglod ngabisin data aja ngak berguna,1,-8,negative
gak login tolong tangani,2,3,positive
mantap informatif kerajaan,4,2,positive
masyaallah terima kasih bantuan informasinya semoga terbantu perantara aplikasi linkedin semoga pendiri aplikasi yg manajemen karyawannya sihat jasmani rohani rezeqynya tercukupkan aamiiiin,5,-6,negative
